id,district_id,name,bangla,web,created_by
355,45,Austagram,অষ্টগ্রাম,austagram.kishoreganj.gov.bd,system
356,45,Mithamoin,মিঠামইন,mithamoin.kishoreganj.gov.bd,system
357,45,Nikli,নিকলী,nikli.kishoreganj.gov.bd,system
358,46,Harirampur,হরিরামপুর,harirampur.manikganj.gov.bd,system
359,46,Saturia,সাটুরিয়া,saturia.manikganj.gov.bd,system
360,46,Manikganj Sadar,মানিকগঞ্জ সদর,sadar.manikganj.gov.bd,system
361,46,Gior,ঘিওর,gior.manikganj.gov.bd,system
362,46,Shibaloy,শিবালয়,shibaloy.manikganj.gov.bd,system
363,46,Doulatpur,দৌলতপুর,doulatpur.manikganj.gov.bd,system
364,46,Singiar,সিংগাইর,singiar.manikganj.gov.bd,system
365,47,Savar,সাভার,savar.dhaka.gov.bd,system
366,47,Dhamrai,ধামরাই,dhamrai.dhaka.gov.bd,system
367,47,Keraniganj,কেরাণীগঞ্জ,keraniganj.dhaka.gov.bd,system
368,47,Nawabganj,নবাবগঞ্জ,nawabganj.dhaka.gov.bd,system
369,47,Dohar,দোহার,dohar.dhaka.gov.bd,system
370,48,Munshiganj Sadar,মুন্সিগঞ্জ সদর,sadar.munshiganj.gov.bd,system
371,48,Sreenagar,শ্রীনগর,sreenagar.munshiganj.gov.bd,system
372,48,Sirajdikhan,সিরাজদিখান,sirajdikhan.munshiganj.gov.bd,system
373,48,Louhajanj,লৌহজং,louhajanj.munshiganj.gov.bd,system
374,48,Gajaria,গজারিয়া,gajaria.munshiganj.gov.bd,system
375,48,Tongibari,টংগীবাড়ি,tongibari.munshiganj.gov.bd,system
376,49,Rajbari Sadar,রাজবাড়ী সদর,sadar.rajbari.gov.bd,system
377,49,Goalanda,গোয়ালন্দ,goalanda.rajbari.gov.bd,system
378,49,Pangsa,পাংশা,pangsa.rajbari.gov.bd,system
379,49,Baliakandi,বালিয়াকান্দি,baliakandi.rajbari.gov.bd,system
380,49,Kalukhali,কালুখালী,kalukhali.rajbari.gov.bd,system
381,50,Madaripur Sadar,মাদারীপুর সদর,sadar.madaripur.gov.bd,system
382,50,Shibchar,শিবচর,shibchar.madaripur.gov.bd,system
383,50,Kalkini,কালকিনি,kalkini.madaripur.gov.bd,system
384,50,Rajoir,রাজৈর,rajoir.madaripur.gov.bd,system
385,51,Gopalganj Sadar,গোপালগঞ্জ সদর,sadar.gopalganj.gov.bd,system
386,51,Kashiani,কাশিয়ানী,kashiani.gopalganj.gov.bd,system
387,51,Tungipara,টুংগীপাড়া,tungipara.gopalganj.gov.bd,system
388,51,Kotalipara,কোটালীপাড়া,kotalipara.gopalganj.gov.bd,system
389,51,Muksudpur,মুকসুদপুর,muksudpur.gopalganj.gov.bd,system
390,52,Faridpur Sadar,ফরিদপুর সদর,sadar.faridpur.gov.bd,system
391,52,Alfadanga,আলফাডাঙ্গা,alfadanga.faridpur.gov.bd,system
392,52,Boalmari,বোয়ালমারী,boalmari.faridpur.gov.bd,system
393,52,Sadarpur,সদরপুর,sadarpur.faridpur.gov.bd,system
394,52,Nagarkanda,নগরকান্দা,nagarkanda.faridpur.gov.bd,system
395,52,Bhanga,ভাঙ্গা,bhanga.faridpur.gov.bd,system
396,52,Charbhadrasan,চরভদ্রাসন,charbhadrasan.faridpur.gov.bd,system
397,52,Madhukhali,মধুখালী,madhukhali.faridpur.gov.bd,system
398,52,Saltha,সালথা,saltha.faridpur.gov.bd,system
399,53,Panchagarh Sadar,পঞ্চগড় সদর,panchagarhsadar.panchagarh.gov.bd,system
400,53,Debiganj,দেবীগঞ্জ,debiganj.panchagarh.gov.bd,system
401,53,Boda,বোদা,boda.panchagarh.gov.bd,system
402,53,Atwari,আটোয়ারী,atwari.panchagarh.gov.bd,system
403,53,Tetulia,তেতুলিয়া,tetulia.panchagarh.gov.bd,system
404,54,Nawabganj,নবাবগঞ্জ,nawabganj.dinajpur.gov.bd,system
405,54,Birganj,বীরগঞ্জ,birganj.dinajpur.gov.bd,system
406,54,Ghoraghat,ঘোড়াঘাট,ghoraghat.dinajpur.gov.bd,system
407,54,Birampur,বিরামপুর,birampur.dinajpur.gov.bd,system
408,54,Parbatipur,পার্বতীপুর,parbatipur.dinajpur.gov.bd,system
409,54,Bochaganj,বোচাগঞ্জ,bochaganj.dinajpur.gov.bd,system
410,54,Kaharol,কাহারোল,kaharol.dinajpur.gov.bd,system
411,54,Fulbari,ফুলবাড়ী,fulbari.dinajpur.gov.bd,system
412,54,Dinajpur Sadar,দিনাজপুর সদর,dinajpursadar.dinajpur.gov.bd,system
413,54,Hakimpur,হাকিমপুর,hakimpur.dinajpur.gov.bd,system
414,54,Khansama,খানসামা,khansama.dinajpur.gov.bd,system
415,54,Birol,বিরল,birol.dinajpur.gov.bd,system
416,54,Chirirbandar,চিরিরবন্দর,chirirbandar.dinajpur.gov.bd,system
417,55,Lalmonirhat Sadar,লালমনিরহাট সদর,sadar.lalmonirhat.gov.bd,system
418,55,Kaliganj,কালীগঞ্জ,kaliganj.lalmonirhat.gov.bd,system
419,55,Hatibandha,হাতীবান্ধা,hatibandha.lalmonirhat.gov.bd,system
420,55,Patgram,পাটগ্রাম,patgram.lalmonirhat.gov.bd,system
421,55,Aditmari,আদিতমারী,aditmari.lalmonirhat.gov.bd,system
422,56,Syedpur,সৈয়দপুর,syedpur.nilphamari.gov.bd,system
423,56,Domar,ডোমার,domar.nilphamari.gov.bd,system
424,56,Dimla,ডিমলা,dimla.nilphamari.gov.bd,system
425,56,Jaldhaka,জলঢাকা,jaldhaka.nilphamari.gov.bd,system
426,56,Kishorganj,কিশোরগঞ্জ,kishorganj.nilphamari.gov.bd,system
427,56,Nilphamari Sadar,নীলফামারী সদর,nilphamarisadar.nilphamari.gov.bd,system
428,57,Sadullapur,সাদুল্লাপুর,sadullapur.gaibandha.gov.bd,system
429,57,Gaibandha Sadar,গাইবান্ধা সদর,gaibandhasadar.gaibandha.gov.bd,system
430,57,Palashbari,পলাশবাড়ী,palashbari.gaibandha.gov.bd,system
431,57,Saghata,সাঘাটা,saghata.gaibandha.gov.bd,system
432,57,Gobindaganj,গোবিন্দগঞ্জ,gobindaganj.gaibandha.gov.bd,system
433,57,Sundarganj,সুন্দরগঞ্জ,sundarganj.gaibandha.gov.bd,system
434,57,Phulchari,ফুলছড়ি,phulchari.gaibandha.gov.bd,system
435,58,Thakurgaon Sadar,ঠাকুরগাঁও সদর,thakurgaonsadar.thakurgaon.gov.bd,system
436,58,Pirganj,পীরগঞ্জ,pirganj.thakurgaon.gov.bd,system
437,58,Ranisankail,রাণীশংকৈল,ranisankail.thakurgaon.gov.bd,system
438,58,Haripur,হরিপুর,haripur.thakurgaon.gov.bd,system
439,58,Baliadangi,বালিয়াডাঙ্গী,baliadangi.thakurgaon.gov.bd,system
440,59,Rangpur Sadar,রংপুর সদর,rangpursadar.rangpur.gov.bd,system
441,59,Gangachara,গংগাচড়া,gangachara.rangpur.gov.bd,system
442,59,Taragonj,তারাগঞ্জ,taragonj.rangpur.gov.bd,system
443,59,Badargonj,বদরগঞ্জ,badargonj.rangpur.gov.bd,system
444,59,Mithapukur,মিঠাপুকুর,mithapukur.rangpur.gov.bd,system
445,59,Pirgonj,পীরগঞ্জ,pirgonj.rangpur.gov.bd,system
446,59,Kaunia,কাউনিয়া,kaunia.rangpur.gov.bd,system
447,59,Pirgacha,পীরগাছা,pirgacha.rangpur.gov.bd,system
448,60,Kurigram Sadar,কুড়িগ্রাম সদর,kurigramsadar.kurigram.gov.bd,system
449,60,Nageshwari,নাগেশ্বরী,nageshwari.kurigram.gov.bd,system
450,60,Bhurungamari,ভুরুঙ্গামারী,bhurungamari.kurigram.gov.bd,system
451,60,Phulbari,ফুলবাড়ী,phulbari.kurigram.gov.bd,system
452,60,Rajarhat,রাজারহাট,rajarhat.kurigram.gov.bd,system
453,60,Ulipur,উলিপুর,ulipur.kurigram.gov.bd,system
454,60,Chilmari,চিলমারী,chilmari.kurigram.gov.bd,system
455,60,Rowmari,রৌমারী,rowmari.kurigram.gov.bd,system
456,60,Charrajibpur,চর রাজিবপুর,charrajibpur.kurigram.gov.bd,system
457,61,Sherpur Sadar,শেরপুর সদর,sherpursadar.sherpur.gov.bd,system
458,61,Nalitabari,নালিতাবাড়ী,nalitabari.sherpur.gov.bd,system
459,61,Sreebordi,শ্রীবরদী,sreebordi.sherpur.gov.bd,system
460,61,Nokla,নকলা,nokla.sherpur.gov.bd,system
461,61,Jhenaigati,ঝিনাইগাতী,jhenaigati.sherpur.gov.bd,system
462,62,Fulbaria,ফুলবাড়ীয়া,fulbaria.mymensingh.gov.bd,system
463,62,Trishal,ত্রিশাল,trishal.mymensingh.gov.bd,system
464,62,Bhaluka,ভালুকা,bhaluka.mymensingh.gov.bd,system
465,62,Muktagacha,মুক্তাগাছা,muktagacha.mymensingh.gov.bd,system
466,62,Mymensingh Sadar,ময়মনসিংহ সদর,mymensinghsadar.mymensingh.gov.bd,system
467,62,Dhobaura,ধোবাউড়া,dhobaura.mymensingh.gov.bd,system
468,62,Phulpur,ফুলপুর,phulpur.mymensingh.gov.bd,system
469,62,Haluaghat,হালুয়াঘাট,haluaghat.mymensingh.gov.bd,system
470,62,Gouripur,গৌরীপুর,gouripur.mymensingh.gov.bd,system
471,62,Gafargaon,গফরগাঁও,gafargaon.mymensingh.gov.bd,system
472,62,Iswarganj,ঈশ্বরগঞ্জ,iswarganj.mymensingh.gov.bd,system
473,62,Nandail,নান্দাইল,nandail.mymensingh.gov.bd,system
474,62,Tarakanda,তারাকান্দা,tarakanda.mymensingh.gov.bd,system
475,63,Jamalpur Sadar,জামালপুর সদর,jamalpursadar.jamalpur.gov.bd,system
476,63,Melandah,মেলান্দহ,melandah.jamalpur.gov.bd,system
477,63,Islampur,ইসলামপুর,islampur.jamalpur.gov.bd,system
478,63,Dewangonj,দেওয়ানগঞ্জ,dewangonj.jamalpur.gov.bd,system
479,63,Sarishabari,সরিষাবাড়ী,sarishabari.jamalpur.gov.bd,system
480,63,Madarganj,মাদারগঞ্জ,madarganj.jamalpur.gov.bd,system
481,63,Bokshiganj,বকশীগঞ্জ,bokshiganj.jamalpur.gov.bd,system
482,64,Barhatta,বারহাট্টা,barhatta.netrokona.gov.bd,system
483,64,Durgapur,দুর্গাপুর,durgapur.netrokona.gov.bd,system
484,64,Kendua,কেন্দুয়া,kendua.netrokona.gov.bd,system
485,64,Atpara,আটপাড়া,atpara.netrokona.gov.bd,system
486,64,Madan,মদন,madan.netrokona.gov.bd,system
487,64,Khaliajuri,খালিয়াজুরী,khaliajuri.netrokona.gov.bd,system
488,64,Kalmakanda,কলমাকান্দা,kalmakanda.netrokona.gov.bd,system
489,64,Mohongonj,মোহনগঞ্জ,mohongonj.netrokona.gov.bd,system
490,64,Purbadhala,পূর্বধলা,purbadhala.netrokona.gov.bd,system
491,64,Netrokona Sadar,নেত্রকোণা সদর,netrokonasadar.netrokona.gov.bd,system
